ca_id,codigo_ca,nombre,monto_clp,fecha_publicacion,fecha_cierre,estado_ca_texto,proveedores_cotizando,descripcion,direccion_entrega,productos_solicitados,puntuacion_final,organismo_id,fecha_cierre_segundo_llamado,estado_convocatoria,puntaje_detalle,plazo_entrega
2762,4066-300-COT25,"Adquisición de Textiles ELEAM Comunitario La Paz, Pto. Ibáñez",700000.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,778,,,[],
2764,2412-728-COT25,PLAN AUTOCUIDADO 2025 “PROGRAMA MUJERES JEFAS DE HOGAR” (CIP N°443).,300000.0,2025-11-11,2025-11-13 12:30:00,Publicada,,,,,0,772,,,[],
2765,1475842-25-COT25,PC-CMDP-015-25,300000.0,2025-11-11,2025-11-12 16:15:00,Publicada,,,,,0,779,,,[],
2766,1741-740-COT25,LOCKER - TRANSPORTES N° 106,400000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,252,,,[],
2767,1211839-470-COT25,ARTICULOS PUBLICITARIOS,2400000.0,2025-11-11,2025-11-13 17:00:00,Publicada,,,,,0,251,,,[],
2768,1057492-956-COT25,TOALLITAS REMOVEDORA DE ADHESIVO EN SACHET,2100000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,272,,,[],
2968,4236-908-COT25,3. GALVANOS DE MADERA ,2500000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,544,,,[],
2773,4291-2091-COT25,ALOJAMIENTO,100000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,331,,,[],
2770,568658-2197-COT25, MEDICAMENTOS DICIEMBRE 2025 (SALUD),2000000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,164,,,[],
2771,1147293-135-COT25,MANTENCIÓN VEHÍCULO PUNTA ARENAS,600000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,465,,,[],
2772,707428-72-COT25, Compra Ágil Espejos Muro de Estimulación con Instalación Jardines Infantiles y sala cuna RMSO,530000.0,2025-11-11,2025-11-17 18:00:00,Publicada,,,,,0,57,,,[],
2774,1213444-445-COT25,MONTURA DE PRUEBA DE LENTES,200000.0,2025-11-11,2025-11-12 16:10:00,Publicada,,,,,0,780,,,[],
2775,3712-1180-COT25,Suplemento Alimenticio Apícola.,5500000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,455,,,[],
2776,4161-498-COT25,COMPRA DE TEXTOS ESCOLARES OFICIALES DE LENGUAJE - COLEGIO REPUBLICA DE CHILE,100000.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,781,,,[],
2777,5209-3242-COT25,ALLOPURINOL 100 MG,500000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,47,,,[],
2778,4113-441-COT25,ADQUISICION DE 3 RELOJ CONTROL DE ASISTENCIA FACIAL,1330000.0,2025-11-11,2025-11-12 15:55:00,Publicada,,,,,0,190,,,[],
2779,3665-916-COT25,"BOLSAS, BOTELLAS, MOCHILAS. OMIL",1200000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,264,,,[],
2780,2430-227-COT25,SERVICIO DE PRODUCCION CORRIDA FAMILIAR MUNICIPAL ,6850000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,2,,,[],
2783,5520-941-COT25,Adquisición Enfriadores aceite de motor,6900000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,47,,,[],
2784,3299-259-COT25,ADQUISICIÓN DE COLACIONES PARA ESTUDIANTES DEL TALLER DE BANDA DEL LICEO BICENTENARIO AUGUSTO SANTELICES VALENZUELA,200000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,244,,,[],
2785,1058092-292-COT25,ADQUISICIÓN VASELINA BLANCA SOLIDA LATA 30 GRAMOS SE REQUIERE QUE LA OFERTA INDIQUE REGISTRO ISP VIGENTE Y RES. SANITARIA DE DROGUERIA O LAB. FARMACEUTICO.,120000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,45,,,[],
2786,2961-1348-COT25,SOFA DOS CUERPOS - POLTRONAS,574000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,254,,,[],
2788,1298355-1084-COT25, ADQUISICIÓN DE CARNET ECICEP- CESFAM BORIS SOLER,1481550.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,446,,,[],
2790,2546-916-COT25,ADQUISICION DE TIJERON DE PODAR LIVIANO (ERGO O EQUIVALENTE),608760.0,2025-11-11,2025-11-14 14:30:00,Publicada,,,,,0,482,,,[],
2791,5841-65-COT25,Reserva Hotel ciudad de Antofagasta  ,1300000.0,2025-11-11,2025-11-14 13:00:00,Publicada,,,,,0,47,,,[],
2792,1069417-1620-COT25,CAJAS ORGANIZADORAS PARA FARMACIA DEL CESFAM SAN RAMON NONATO CONVENIO FOFAR,363000.0,2025-11-11,2025-11-12 16:30:00,Publicada,,,,,0,120,,,[],
2793,980313-378-COT25,"COMPRA DE ELEMENTOS DECORATIVOS, POLERAS Y GORROS DE NAVIDAD",400000.0,2025-11-11,2025-11-14 15:00:00,Publicada,,,,,0,502,,,[],
2794,613925-26-COT25,REQUERIMIENTO DE COMPRA ÁGIL SERVICIO PARA TALLER DE EVALUACIÓN Y PLANIFICACIÓN AÑO 2025-2026,280000.0,2025-11-11,2025-11-13 21:00:00,Publicada,,,,,0,480,,,[],
2795,1461054-471-COT25,ADQUISICION Y ENTREGA DE COLACIONES PARA SALIDA PEDAGOGICA LICEO BICENTENARIO DE EXCELENCIA MISTRALIANO DE PAIHUANO,242000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,64,,,[],
2796,1638-958-COT25,"Adquisición de materiales de oficina, Direccion desarrollo comunitario, Según programa centro de la mujer. SM N°002857",500000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,136,,,[],
2797,2173-172-COT25,ADQUISICIÓN DE FOTOCONDUCTOR HP PARA LA CAPJ ZONAL SANTIAGO,5000000.0,2025-11-11,2025-11-13 17:00:00,Publicada,,,,,0,340,,,[],
2798,585893-23-COT25,"E1O2RT9 -  “ADQUISICIÓN MATERIALES DE ESCRITORIO, INDAP TARAPACÁ”",500000.0,2025-11-11,2025-11-14 13:00:00,Publicada,,,,,0,628,,,[],
2799,4236-909-COT25,3. SERVICIO DE BANQUETERIA PARA ENCUENTRO PROVINCIAL DE OFICINAS OMIL Y SENCE ,1200000.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,544,,,[],
2800,1057299-1049-COT25,ALIMENTACION INTERNADO ESC. LOMA DE VASQUEZ,800000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,163,,,[],
2801,4280-451-COT25, SE SOLICITA COTIZACION POR HELADO TIPO VASITO SABORES SURTIDOS PARA ACTIVIDADES RECREATIVAS CON JUNTAS DE VECINOS.,2320500.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,315,,,[],
2802,4157-1297-COT25,"Jornada de Cierre ""Despierta tu Liderazgo"" para 72 estudiantes Programa Residencia Familiar Estudiantil JUNAEB El Carmen Req 960101-73MJ(1198) ",1750000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,503,,,[],
2803,2418-83-COT25,Compra de Desktop para DGRD,2000000.0,2025-11-11,2025-11-12 18:15:00,Publicada,,,,,0,160,,,[],
2804,3617-80-COT25,Compra de pan hallulla corriente para entrega en Puerto Natales.,400000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,5,40,,,['+5: Organismo Prioritario'],
2805,1233623-955-COT25,"Alimentación 14 de noviembre, OLIVOS SPORT (210 personas) para E-120 Escuela de Párvulos Llamito Blanco,  RBD 237",1500000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,129,,,[],
2806,673624-17-COT25,Mantención Preventiva Vehículo Institucional SENDA Región de La Araucanía,1000000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,541,,,[],
2807,1422825-1163-COT25,(GGD)COMPRA PINZA DE AGARRE,5500000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,291,,,[],
2808,608-7169-COT25,(DAC) TROCAR LAPAROSCOPICO C/BALON+DISCO DE FIJACION 5FRX100MM,4500000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,653,,,[],
2809,363-661-COT25, ACIDOS GRASOS HIPEROXIGENADOS 30ML,1340000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,430,,,[],
2810,3833-898-COT25,ESTANQUE DE AGUA-DEPTO. SOCIAL,120000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,5,313,,,['+5: Organismo Prioritario'],
2627,889473-2526-COT25,SC 6380 - Póliza de Garantía,1133807.0,2025-11-11,2025-11-14 11:30:00,Publicada,,,,,0,407,,,[],
2811,1233623-953-COT25,Servicio de Traslado para Escuela República de Francia hacia Chiu Chiu y Lasana para Salida a Terreno - SLEP Licancabur,6000000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,129,,,[],
2812,2792-1040-COT25,"FOLLETERÍA, DÍPTICOS Y TRÍPTICOS, PARA POBLACIÓN MIGRANTE",4000000.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,39,,,[],
2813,4201-739-COT25,COMPRA DE ALIMENTOS PROG. FOMENTO PRODUCTIVO,345000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,222,,,[],
2814,1057387-310-COT25,READECUACIÓN SALA CONTROL CENTRALIZADO,1500000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,464,,,[],
2815,3885-324-COT25,REPUESTOS PARA VEHICULOS,1266398.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,395,,,[],
2816,2440-1978-COT25, ACCESORIOS COMPUTACIONALES  CENTRO EDUCATIVO POTRERO GRANDE  DE CURICÓ,160000.0,2025-11-11,2025-11-14 11:00:00,Publicada,,,,,0,409,,,[],
2817,1536-169-COT25,MANTENCION PREVENTIVA Y REPARACION SISTEMA ELECTRICO MOTOR BELLAVISTA,2000000.0,2025-11-11,2025-11-12 19:00:00,Publicada,,,,,0,783,,,[],
2825,3635-332-COT25,Presentación Musical ,310000.0,2025-11-11,2025-11-17 11:15:00,Publicada,,,,,0,426,,,[],
2819,1436381-12-COT25,SERVICIO DE IMPRESIÓN E INSTALACIÓN  DE BRANDEO INTERIOR Y EXTERIOR DE TREN  PARA LOS 80 AÑOS DEL PREMIO NOBEL DE GABRIELA MISTRAL,6950000.0,2025-11-11,2025-11-13 18:00:00,Publicada,,,,,0,168,,,[],
2820,1079866-477-COT25, ADQUISICIÓN SERVICIO MANTENCIÓN Y REPARACIÓN VEHICULO FISCAL RP-6166 DE LA 23 COM. TALAGANTE - DOE 237877505,2998800.0,2025-11-11,2025-11-14 16:00:00,Publicada,,,,,0,473,,,[],
2821,2664-1069-COT25,"MEDICAMENTOS FARMACIA POPULAR, SP N° 11102025",988000.0,2025-11-11,2025-11-12 15:53:00,Publicada,,,,,0,128,,,[],
2822,2440-1977-COT25,Escarapelas para Escuela María Olga Figueroa de Curicó,400000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,409,,,[],
2823,3035-526-COT25,FOLIO N°83_ ARTICULOS DE OFICINA SENDA PREVIENE,156000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,516,,,[],
2824,2904-219-COT25,Adquisición de Carpa Diagonal – Municipalidad de Hualaihué ,3332000.0,2025-11-11,2025-11-12 16:30:00,Publicada,,,,,5,223,,,['+5: Organismo Prioritario'],
2826,2453-1131-COT25,"PM N°1323 OC N°1323 DEPTO. SERV. MUNICIPALES (FABRICACION E INSTALACION DE 2 JUEGOS DE RUEDAS PARA CAMION, SEGUN ESPECIFICACIONES DETALLADAS EN ARCHIVO ADJUNTO)",357000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,414,,,[],
2827,3478-350-COT25,REPUESTOS Y ACCESORIOS COMPUTACIONALES,1099120.0,2025-11-11,2025-11-12 16:05:00,Publicada,,,,,0,652,,,[],
2828,568658-2196-COT25, MEDICAMENTOS DICIEMBRE 2025 (SALUD),800000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,164,,,[],
2829,4152-889-COT25,MATERIALES CONSTRUCCION Y TELAS,4731220.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,277,,,[],
2830,2626-732-COT25,MATERIALES DE COMPUTACION MJDH,231459.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,664,,,[],
2831,2583-935-COT25,Se solicitan Estaciones de Trabajo y Sillas Ergonómicas/Programa N°1 Componente 5 Procesos DISAM/Gestión de la Demanda/SP 44814/POS.,5000000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,87,,,[],
2832,1511-462-COT25,TORULAS O HISOPO DE RECOLECCION DE MUESTRA NASOFARINGEA,232000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,712,,,[],
2833,889473-2527-COT25,sc 6360 - Traslados ,1600000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,407,,,[],
2836,3695-1039-COT25,"MATERIALES DE MANTENIMIENTO, ESC. MONTERILLA, MANTENIMIENTO.",1800000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,234,,,[],
2837,3611-309-COT25,Mantención Preventiva Electrobisturí Wem HF 120,500000.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,380,,,[],
2838,778992-312-COT25,ADQ DE ELEMENTOS DE ASEO PARA EL CASINO DE SUBOFICIALES ,5000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,542,,,[],
2839,4034-1076-COT25," SE REQUIERE SERVICIO DE CAPACITACIÓN CON REGISTRO ATE, ORD. N° 175, ESC. F-819, FONDOS SEP 90%",6800000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,268,,,[],
2840,1608-199-COT25,COMBUSTIBLE DIESEL - COMPLEJO HUEMULES,6531510.0,2025-11-11,2025-11-13 17:00:00,Publicada,,,,,0,383,,,[],
2841,1078177-1183-COT25,ADQUISICION DE MATERIALES DE CONSTRUCCION PARA EL RETEN RADAL ,1489704.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,5,384,,,"[""+5: 'materiales de construccion' en Título""]",
2842,1969-697-COT25,"E1O2RT9 REVISION, MANTENCION Y REPARACION CORRECTIVA DE EQUIPOS DE FRIO DE CENTRAL DE ALIMENTACION DEL C.D.P. YUMBEL.",618800.0,2025-11-11,2025-11-14 14:00:00,Publicada,,,,,0,504,,,[],
2843,1298354-440-COT25,ARTICULOS DE ENFERMERIA,5734354.0,2025-11-11,2025-11-12 15:55:00,Publicada,,,,,0,89,,,[],
2844,2733-782-COT25,SC 29175 - DAEM - ADQUISICIÓN BLOQUEADORES SOLARES PARA JORNADA DE MINI OLIMPIADAS ESCOLAR.,180000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,56,,,[],
2845,1214103-355-COT25,PROYECTO DE INFRAESTRUCTURA,3715537.0,2025-11-11,2025-11-14 18:00:00,Publicada,,,,,0,146,,,[],
2846,3593-486-COT25,TRASLADO DE AGUA  CRUDA,392700.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,242,,,[],
2847,3634-278-COT25,COMPRA DE SILLAS PARA STOCK DE PRODESAL,220000.0,2025-11-11,2025-11-13 18:00:00,Publicada,,,,,0,426,,,[],
2848,3152-287-COT25,PRODUCTOS DENTALES PROGRAMA ODONTOLOGICOS DE SALUD MACHALI ,192000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,485,,,[],
2849,4247-732-COT25,COMPRA DE MATERIALES PARA  ARMADO Y REPARACIÓN  DE CAMARAS SECRETAS PARA LOCAL DE VOTACIÓN Y ARMADO,368900.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,145,,,[],
2850,3712-1179-COT25,Ecógrafo de terreno.,4700000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,455,,,[],
2851,3836-498-COT25,PRODESAL / VISITA GUIADA ,450000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,747,,,[],
2852,3637-278-COT25,JUEGOS DE MESA Y DIDACTICOS ,480000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,578,,,[],
2853,3333-254-COT25,ADQUISICION DE 3 BODEGAS METALICAS PARA SER UTILIZADAS POR OFICINA MEDIO AMBIETE  PROYECTO II FESTIVAL RESERVA DE LA BIOSFERA 2025,1385700.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,727,,,[],
2854,1173639-87-COT25,Trípode Monopode Comunicaciones,60000.0,2025-11-11,2025-11-12 16:10:00,Publicada,,,,,0,784,,,[],
2855,5178-5812-COT25,PRODUCTOS ALIMENTICIOS/SP1019520/CM,148000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,47,,,[],
2856,1058094-1784-COT25,SD ENTERALES,1500000.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,51,,,[],
2857,1070620-4473-COT25,mrc DRENAJE SINAPI,2000000.0,2025-11-11,2025-11-13 09:00:00,Publicada,,,,,0,344,,,[],
2858,1218393-281-COT25,Insumos clínicos para apoyo a la lactancia materna,1118600.0,2025-11-11,2025-11-12 18:40:00,Publicada,,,,,0,393,,,[],
2859,867990-1332-COT25,"Mini Pc, Smart TV, Micrófonos omnidereccional, Mineduc, 87354",847000.0,2025-11-11,2025-11-12 15:59:00,Publicada,,,,,0,27,,,[],
2860,4152-888-COT25,DUPLICADO PLACA PATENTE,50000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,277,,,[],
2681,3756-686-COT25,NOTEBOOK ,1300000.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,738,,,[],
2861,1003473-5549-COT25, PROG. PAB. 11-2025,6000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,337,,,[],
2862,2059-347-COT25, R 266 REACTIVOS HEMORRAGIAS OCULTAS 2025,1000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,732,,,[],
2863,1047027-639-COT25,SUERO GLUCOSALINO ISOTONICO 500ML,1300000.0,2025-11-11,2025-11-12 15:55:00,Publicada,,,,,0,428,,,[],
2864,4083-676-COT25,Adquisición de medicamentos farmacia municipal Cabrero NP 924,2340000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,267,,,[],
2865,2793-1248-COT25,AIRTRACK ESCUELA DE CIRCO,1640000.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,39,,,[],
2867,630424-414-COT25,COTIZACION COLACIONES ALUMNOS LICEO A.VARAS,490000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,654,,,[],
2868,552975-698-COT25,REPUESTOS DE SILLAS,1420000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,202,,,[],
2869,2885-347-COT25, SERVICIO DE INSTALACIÓN ELÉCTRICA CON MATERIALES Y MANO DE OBRA,1300000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,460,,,[],
2972,3621-447-COT25,COMPRA DE IMPRESORAS Y OTROS,3730000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,566,,,[],
2870,1232820-73-COT25,INSUMOS PARA BOTIQUIN - PARQUE LOS PIMIENTOS,100000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,785,,,[],
2871,2445-663-COT25,ADQUISICION DE RETIRO Y REINSTALACION DE AIRE ACONDICIONADO SP/ 24,300000.0,2025-11-11,2025-11-12 16:30:00,Publicada,,,,,0,409,,,[],
2872,2424-3447-COT25,5119/ SERVICIO DE EMPASTES DE LIBROS (P.55)/CPJ,210000.0,2025-11-11,2025-11-13 18:00:00,Publicada,,,,,0,370,,,[],
2873,3493-114-COT25,DIPLOMAS Y LICENCIAS ENMARCADAS PARA EGRESO DE EDUCACIÓN CFA. PERFECTO DE LA FUENTE DEL VILLAR,900000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,786,,,[],
2874,2436-1491-COT25,"ADQUISICIÓN DE MATERIALES DE FERRETERIA, NECESARIO PARA OFICINA CALIDAD DEL SERVICIO",260000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,5,409,,,"[""+5: 'ferreteria' en Título""]",
2875,855-49-COT25,"PLAN Compra de Insumos computacionales uso oficina, Reg. Magallanes, SC 58962",1500000.0,2025-11-11,2025-11-14 21:00:00,Publicada,,,,,0,286,,,[],
2876,1260688-264-COT25,"SERVICIO DE TRANSPORTE A TRAMPOLIN PARK ALTO HOSPICIO (IDA Y RETORNO), EL 02/12 E.B.E.S.",2000000.0,2025-11-11,2025-11-13 12:30:00,Publicada,,,,,0,714,,,[],
2877,4107-161-COT25,Adquisición de Material Didáctico para Jardín Infantil Los Angelitos,6850000.0,2025-11-11,2025-11-12 15:50:00,Publicada,,,,,0,787,,,[],
2878,4469-497-COT25,SC 39228-SA-SERVICIO DE ALIMENTACION COFFE BREAK 13 Y 14 NOVIEMBRE,1190000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,42,,,[],
2879,3623-286-COT25,ANIMAL VIVO PARA ACTIVIDAD PALIN-PDTI,1800000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,568,,,[],
2880,608-7168-COT25,(DAC) TROCAR LAPAROSCOPICO C/BALON+DISCO DE FIJACION 5FRX100MM,4500000.0,2025-11-11,2025-11-12 15:55:00,Publicada,,,,,0,653,,,[],
2881,5441-802-COT25,"JHV- INSUMOS PARA EL LABORATORIO DE PATOLOGIA CLINICA; TUBOS, PORTA Y CUBRE OBJETOS",770000.0,2025-11-11,2025-11-14 12:05:00,Publicada,,,,,0,47,,,[],
2882,3000-1898-COT25,LOCKERS Y BODEGAS-PROGRAMA ASEO Y ORNATO-MEDIO AMBIENTE ,600000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,419,,,[],
2883,1003473-5548-COT25, PROG. PAB. 11-2025 CIERRE VASCULAR - TORQUE,6000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,337,,,[],
2884,1437-987-COT25,"ADQUISICION DE PEGAMENTO FIJADOR DE PIEDRA PARA MANTENCIÓN DE ESPACIOS PÚBLICOS SOLICITADO POR MEDIO AMBIENTE,ASEO Y ORNATO",120000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,788,,,[],
2886,1057536-1544-COT25,ADQUISICION DE METILFENIDATO Y PALIPERIDONA SC 1557-2025,5317751.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,378,,,[],
2887,799512-1236-COT25,CAD REQUIERE COMPRA DE COMBI-PL AGAR MACCONKEY,650000.0,2025-11-11,2025-11-12 17:00:00,Publicada,,,,,0,665,,,[],
2888,1747-221-COT25,"MATERIALES E IMPLEMENTOS DE APOYO TERAPEUTICO EN ATENCION DIRECTA A NIÑOS, NIÑAS Y ADOLESCENTES EN PROGRAMA MEJOR NIÑEZ, VER ADJUNTO (ADJUNTAR COTIZACION  DETALLADA CON FICHA TECNICA E IMAGENES)",1190000.0,2025-11-11,2025-11-13 16:00:00,Publicada,,,,,0,472,,,[],
2889,2926-243-COT25,"BICICLETA ESTATICA SALA DE  REHABILITACION,  CESFAM DR. LUIS HERRERA  ROJAS",220000.0,2025-11-11,2025-11-12 18:30:00,Publicada,,,,,0,750,,,[],
2890,4519-400-COT25,ADQUISICION DE INSUMOS PROGRAMA VINCULOS,114200.0,2025-11-11,2025-11-12 15:50:00,Publicada,,,,,0,563,,,[],
2892,1079967-825-COT25,ADQUISICIÓN DE 01 TIMBRE INALÁMBRICO PARA LA REGIONAL T.I.C. IQUIQUE,42900.0,2025-11-11,2025-11-12 15:50:00,Publicada,,,,,0,194,,,[],
2893,1078251-8-COT25,MATERIALES DE OFICINA - PROYECTO INFANCIAS CONECTADAS ,240000.0,2025-11-11,2025-11-13 19:00:00,Publicada,,,,,0,789,,,[],
2894,2676-1017-COT25,ALIMENTOS E INSUMOS VARIOS - PROGRAMA VÍNCULOS 2024-2025,528000.0,2025-11-11,2025-11-12 15:50:00,Publicada,,,,,0,52,,,[],
2895,1250574-2-COT25,ADQUISICION DE CREMA LEGY PARA PASTELERIA DEL C.E.T. DEL C.C.P. DE COPIAPÓ,735000.0,2025-11-11,2025-11-17 11:30:00,Publicada,,,,,0,790,,,[],
2896,2360-523-COT25,ADQUISICIÓN CURSO DE CAPACITACIÓN EXCEL BÁSICO,2500000.0,2025-11-11,2025-11-14 15:00:00,Publicada,,,,,0,316,,,[],
2897,5178-5813-COT25,LIMPIAPIES MEDIDAS 80X60 CM X 10 MM ESPESOR/ SP 1021211/ NG,25000.0,2025-11-11,2025-11-14 16:00:00,Publicada,,,,,0,47,,,[],
2898,2332-1100-COT25,"N° 6387 APOSITO TRANSPARENTE NO ADHERENTE, NO ABSORBENTE INDIVIDUAL 10cm x 12 cm  CPU ",3800000.0,2025-11-11,2025-11-13 12:30:00,Publicada,,,,,5,517,,,['+5: Organismo Prioritario'],
2899,552975-697-COT25,Jabon tremex Care Sachet Aroma Floral 1 LT/6 DOYPACK,270000.0,2025-11-11,2025-11-12 18:00:00,Publicada,,,,,0,202,,,[],
2900,1419387-7-COT25,Servicio de Animación digital educativa para el uso docente en base a las obras de la colección del Museo Nacional de Bellas Artes.,6900000.0,2025-11-11,2025-11-14 15:00:00,Publicada,,,,,0,791,,,[],
2901,2713-1213-COT25, DIDECO - Desarrollo Económico Local - 1346 - Servicios de catering y de alimentos,660000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,5,447,,,"[""+5: 'dideco' en Título""]",
2902,4291-2090-COT25,TRASLADO DE MINERA SPANCE A ANTOFAGASTA VENIDA Y REGRESO,500000.0,2025-11-11,2025-11-12 15:50:00,Publicada,,,,,0,331,,,[],
2903,2109-880-COT25,Hemostatico de colágeno absorvible 2.500 UI.,5000000.0,2025-11-11,2025-11-12 16:30:00,Publicada,,,,,0,305,,,[],
2905,1300-336-COT25,"Servicio logístico para 40 personas para jornada de Centros Diurnos Comunitarios, región de Coquimbo",1500000.0,2025-11-11,2025-11-17 18:00:00,Publicada,,,,,0,335,,,[],
2906,1126922-2183-COT25,"RBD 7959 PG02 SEP – SERVICIO DE TRASLADO PARA SALIDA PEDAGÓGICA ESCUELA BÁSICA GABRIELA MISTRAL, COMUNA DE LLANQUIHUE.",440000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,5,210,,,['+5: Organismo Prioritario'],
2729,2708-1084-COT25,ADQUISICION DE VESTUARIO PARA FUNCIONARIOS DE SEGURIDAD CIUDADANA,3000000.0,2025-11-11,2025-11-12 19:00:00,Publicada,,,,,0,245,,,[],
2907,3922-244-COT25,"Servicio de catering y alimentos para Escuelas Valentín Letelier y Mariano Latorre, fondos SEP",4260000.0,2025-11-11,2025-11-12 15:48:00,Publicada,,,,,0,293,,,[],
2908,1413-518-COT25,DIRREG LOS LAGOS REQUIERE ADQUISICIÓN DE PENDÓN INSTITUCIONAL.,90000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,261,,,[],
2909,5586-2710-COT25,P/A Servicio Coffe para 90 personas,1600000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,450,,,[],
2910,2416-381-COT25,"ADQUISICION DE CAJAS ORGANIZADORAS PROG VIOLENCIA DE GENERO - OMM , MEMO N°712",100000.0,2025-11-11,2025-11-12 16:00:00,Publicada,,,,,0,160,,,[],
2911,1417913-359-COT25,COMPRA DE PRODUCTOS DE ASEO ,1000000.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,792,,,[],
